Arduino: Pronto para conectar. Aguardando 'START' do PC...
Arduino: Timeout! Nao recebeu 'START'. Reiniciando...
---------- INICIANDO SENSOR ALCOHOL 3 ---------
ValorADC, TensÃ£o V, ResistÃªncia Sentida, ppm Etanol, TÂºC, Humidade %
13, 0.02, 1475.80, 0.29, 32.09, 84.65
13, 0.02, 1475.80, 0.29, 32.10, 84.58
13, 0.02, 1475.80, 0.29, 32.09, 84.61
13, 0.02, 1475.80, 0.29, 32.11, 84.59
13, 0.02, 1475.80, 0.29, 32.11, 84.60
13, 0.02, 1475.80, 0.29, 32.11, 84.59
13, 0.02, 1475.80, 0.29, 32.11, 84.61
13, 0.02, 1475.80, 0.29, 32.11, 84.59
13, 0.02, 1475.80, 0.29, 32.13, 84.60
13, 0.02, 1475.80, 0.29, 32.14, 84.56
14, 0.02, 1370.05, 0.33, 32.14, 84.59
13, 0.02, 1475.80, 0.29, 32.14, 84.57
13, 0.02, 1475.80, 0.29, 32.13, 84.56
13, 0.02, 1475.80, 0.29, 32.15, 84.55
13, 0.02, 1475.80, 0.29, 32.14, 84.56
13, 0.02, 1475.80, 0.29, 32.15, 84.56
13, 0.02, 1475.80, 0.29, 32.14, 84.56
13, 0.02, 1475.80, 0.29, 32.16, 84.54
13, 0.02, 1475.80, 0.29, 32.16, 84.48
13, 0.02, 1475.80, 0.29, 32.16, 84.50
13, 0.02, 1475.80, 0.29, 32.17, 84.51
13, 0.02, 1475.80, 0.29, 32.17, 84.52
16, 0.02, 1198.21, 0.40, 32.17, 84.46
16, 0.02, 1198.21, 0.40, 32.18, 84.49
17, 0.02, 1127.45, 0.44, 32.18, 84.47
17, 0.02, 1127.45, 0.44, 32.19, 84.48
16, 0.02, 1198.21, 0.40, 32.19, 84.50
16, 0.02, 1198.21, 0.40, 32.19, 84.46
16, 0.02, 1198.21, 0.40, 32.19, 84.49
16, 0.02, 1198.21, 0.40, 32.21, 84.46
16, 0.02, 1198.21, 0.40, 32.21, 84.43
16, 0.02, 1198.21, 0.40, 32.21, 84.47
16, 0.02, 1198.21, 0.40, 32.21, 84.46
16, 0.02, 1198.21, 0.40, 32.22, 84.44
16, 0.02, 1198.21, 0.40, 32.22, 84.41
15, 0.02, 1278.40, 0.36, 32.23, 84.41
14, 0.02, 1370.05, 0.33, 32.23, 84.39
14, 0.02, 1370.05, 0.33, 32.24, 84.40
14, 0.02, 1370.05, 0.33, 32.24, 84.39
14, 0.02, 1370.05, 0.33, 32.24, 84.40
14, 0.02, 1370.05, 0.33, 32.25, 84.37
13, 0.02, 1475.80, 0.29, 32.25, 84.36
14, 0.02, 1370.05, 0.33, 32.26, 84.35
13, 0.02, 1475.80, 0.29, 32.26, 84.37
13, 0.02, 1475.80, 0.29, 32.27, 84.35
13, 0.02, 1475.80, 0.29, 32.27, 84.35
13, 0.02, 1475.80, 0.29, 32.26, 84.36
13, 0.02, 1475.80, 0.29, 32.28, 84.32
13, 0.02, 1475.80, 0.29, 32.27, 84.33
13, 0.02, 1475.80, 0.29, 32.28, 84.35
13, 0.02, 1475.80, 0.29, 32.27, 84.34
13, 0.02, 1475.80, 0.29, 32.29, 84.31
13, 0.02, 1475.80, 0.29, 32.29, 84.31
13, 0.02, 1475.80, 0.29, 32.30, 84.28
13, 0.02, 1475.80, 0.29, 32.29, 84.27
13, 0.02, 1475.80, 0.29, 32.30, 84.29
13, 0.02, 1475.80, 0.29, 32.29, 84.28
13, 0.02, 1475.80, 0.29, 32.30, 84.26
13, 0.02, 1475.80, 0.29, 32.31, 84.27
13, 0.02, 1475.80, 0.29, 32.31, 84.27
13, 0.02, 1475.80, 0.29, 32.32, 84.24
13, 0.02, 1475.80, 0.29, 32.32, 84.25
13, 0.02, 1475.80, 0.29, 32.31, 84.24
13, 0.02, 1475.80, 0.29, 32.33, 84.21
13, 0.02, 1475.80, 0.29, 32.33, 84.19
13, 0.02, 1475.80, 0.29, 32.34, 84.17
13, 0.02, 1475.80, 0.29, 32.34, 84.20
13, 0.02, 1475.80, 0.29, 32.34, 84.16
13, 0.02, 1475.80, 0.29, 32.34, 84.19
13, 0.02, 1475.80, 0.29, 32.35, 84.19
13, 0.02, 1475.80, 0.29, 32.34, 84.18
13, 0.02, 1475.80, 0.29, 32.35, 84.20
13, 0.02, 1475.80, 0.29, 32.34, 84.17
13, 0.02, 1475.80, 0.29, 32.36, 84.18
13, 0.02, 1475.80, 0.29, 32.36, 84.17
13, 0.02, 1475.80, 0.29, 32.38, 84.12
13, 0.02, 1475.80, 0.29, 32.36, 84.12
13, 0.02, 1475.80, 0.29, 32.37, 84.11
13, 0.02, 1475.80, 0.29, 32.37, 84.12
13, 0.02, 1475.80, 0.29, 32.38, 84.15
13, 0.02, 1475.80, 0.29, 32.37, 84.14
13, 0.02, 1475.80, 0.29, 32.37, 84.10
13, 0.02, 1475.80, 0.29, 32.37, 84.12
13, 0.02, 1475.80, 0.29, 32.38, 84.13
13, 0.02, 1475.80, 0.29, 32.39, 84.11
13, 0.02, 1475.80, 0.29, 32.38, 84.09
13, 0.02, 1475.80, 0.29, 32.39, 84.10
13, 0.02, 1475.80, 0.29, 32.39, 84.10
13, 0.02, 1475.80, 0.29, 32.38, 84.07
13, 0.02, 1475.80, 0.29, 32.39, 84.10
13, 0.02, 1475.80, 0.29, 32.38, 84.07
16, 0.02, 1198.21, 0.40, 32.40, 84.10
14, 0.02, 1370.05, 0.33, 32.40, 84.05
14, 0.02, 1370.05, 0.33, 32.39, 84.06
14, 0.02, 1370.05, 0.33, 32.40, 84.03
14, 0.02, 1370.05, 0.33, 32.41, 84.06
14, 0.02, 1370.05, 0.33, 32.40, 84.05
14, 0.02, 1370.05, 0.33, 32.41, 84.04
14, 0.02, 1370.05, 0.33, 32.40, 84.02
14, 0.02, 1370.05, 0.33, 32.40, 84.04
14, 0.02, 1370.05, 0.33, 32.40, 84.03
14, 0.02, 1370.05, 0.33, 32.41, 84.05
14, 0.02, 1370.05, 0.33, 32.42, 84.05
14, 0.02, 1370.05, 0.33, 32.42, 84.00
14, 0.02, 1370.05, 0.33, 32.42, 84.03
14, 0.02, 1370.05, 0.33, 32.42, 84.00
14, 0.02, 1370.05, 0.33, 32.41, 84.01
14, 0.02, 1370.05, 0.33, 32.42, 84.01
14, 0.02, 1370.05, 0.33, 32.43, 83.98
14, 0.02, 1370.05, 0.33, 32.43, 83.99
14, 0.02, 1370.05, 0.33, 32.43, 83.97
14, 0.02, 1370.05, 0.33, 32.44, 83.97
14, 0.02, 1370.05, 0.33, 32.43, 84.00
14, 0.02, 1370.05, 0.33, 32.43, 84.01
14, 0.02, 1370.05, 0.33, 32.43, 83.97
14, 0.02, 1370.05, 0.33, 32.45, 83.97
14, 0.02, 1370.05, 0.33, 32.44, 83.98
14, 0.02, 1370.05, 0.33, 32.44, 83.96
14, 0.02, 1370.05, 0.33, 32.43, 83.96
14, 0.02, 1370.05, 0.33, 32.45, 83.96
14, 0.02, 1370.05, 0.33, 32.45, 83.93
14, 0.02, 1370.05, 0.33, 32.46, 83.95
14, 0.02, 1370.05, 0.33, 32.44, 83.92
14, 0.02, 1370.05, 0.33, 32.45, 83.93
14, 0.02, 1370.05, 0.33, 32.44, 83.92
14, 0.02, 1370.05, 0.33, 32.46, 83.93
14, 0.02, 1370.05, 0.33, 32.46, 83.92
14, 0.02, 1370.05, 0.33, 32.46, 83.91
14, 0.02, 1370.05, 0.33, 32.45, 83.92
16, 0.02, 1198.21, 0.40, 32.47, 83.91
14, 0.02, 1370.05, 0.33, 32.47, 83.90
15, 0.02, 1278.40, 0.36, 32.46, 83.90
15, 0.02, 1278.40, 0.36, 32.47, 83.89
14, 0.02, 1370.05, 0.33, 32.47, 83.91
14, 0.02, 1370.05, 0.33, 32.47, 83.93
14, 0.02, 1370.05, 0.33, 32.49, 83.87
14, 0.02, 1370.05, 0.33, 32.46, 83.87
14, 0.02, 1370.05, 0.33, 32.47, 83.91
14, 0.02, 1370.05, 0.33, 32.47, 83.91
14, 0.02, 1370.05, 0.33, 32.47, 83.90
14, 0.02, 1370.05, 0.33, 32.47, 83.90
14, 0.02, 1370.05, 0.33, 32.48, 83.88
14, 0.02, 1370.05, 0.33, 32.48, 83.89
14, 0.02, 1370.05, 0.33, 32.48, 83.84
14, 0.02, 1370.05, 0.33, 32.46, 83.87
14, 0.02, 1370.05, 0.33, 32.47, 83.87
13, 0.02, 1475.80, 0.29, 32.48, 83.87
13, 0.02, 1475.80, 0.29, 32.49, 83.89
13, 0.02, 1475.80, 0.29, 32.47, 83.87
13, 0.02, 1475.80, 0.29, 32.49, 83.84
13, 0.02, 1475.80, 0.29, 32.48, 83.86
13, 0.02, 1475.80, 0.29, 32.48, 83.87
13, 0.02, 1475.80, 0.29, 32.49, 83.84
13, 0.02, 1475.80, 0.29, 32.49, 83.84
13, 0.02, 1475.80, 0.29, 32.49, 83.83
13, 0.02, 1475.80, 0.29, 32.50, 83.82
13, 0.02, 1475.80, 0.29, 32.50, 83.79
13, 0.02, 1475.80, 0.29, 32.50, 83.79
13, 0.02, 1475.80, 0.29, 32.50, 83.79
13, 0.02, 1475.80, 0.29, 32.51, 83.78
13, 0.02, 1475.80, 0.29, 32.51, 83.79
14, 0.02, 1370.05, 0.33, 32.51, 83.78
14, 0.02, 1370.05, 0.33, 32.51, 83.79
13, 0.02, 1475.80, 0.29, 32.51, 83.78
13, 0.02, 1475.80, 0.29, 32.51, 83.77
14, 0.02, 1370.05, 0.33, 32.52, 83.79
14, 0.02, 1370.05, 0.33, 32.52, 83.77
14, 0.02, 1370.05, 0.33, 32.51, 83.79
14, 0.02, 1370.05, 0.33, 32.52, 83.77
14, 0.02, 1370.05, 0.33, 32.52, 83.79
14, 0.02, 1370.05, 0.33, 32.52, 83.76
14, 0.02, 1370.05, 0.33, 32.53, 83.80
14, 0.02, 1370.05, 0.33, 32.52, 83.76
14, 0.02, 1370.05, 0.33, 32.53, 83.73
14, 0.02, 1370.05, 0.33, 32.52, 83.74
14, 0.02, 1370.05, 0.33, 32.52, 83.78
14, 0.02, 1370.05, 0.33, 32.53, 83.79
14, 0.02, 1370.05, 0.33, 32.53, 83.74
14, 0.02, 1370.05, 0.33, 32.53, 83.70
14, 0.02, 1370.05, 0.33, 32.53, 83.75
14, 0.02, 1370.05, 0.33, 32.54, 83.72
14, 0.02, 1370.05, 0.33, 32.55, 83.73
14, 0.02, 1370.05, 0.33, 32.54, 83.75
14, 0.02, 1370.05, 0.33, 32.54, 83.72
14, 0.02, 1370.05, 0.33, 32.54, 83.72
14, 0.02, 1370.05, 0.33, 32.53, 83.71
14, 0.02, 1370.05, 0.33, 32.54, 83.73
14, 0.02, 1370.05, 0.33, 32.55, 83.73
14, 0.02, 1370.05, 0.33, 32.55, 83.71
14, 0.02, 1370.05, 0.33, 32.55, 83.71
14, 0.02, 1370.05, 0.33, 32.55, 83.69
14, 0.02, 1370.05, 0.33, 32.56, 83.70
14, 0.02, 1370.05, 0.33, 32.55, 83.71
14, 0.02, 1370.05, 0.33, 32.55, 83.71
14, 0.02, 1370.05, 0.33, 32.55, 83.71
14, 0.02, 1370.05, 0.33, 32.55, 83.70
14, 0.02, 1370.05, 0.33, 32.56, 83.68
14, 0.02, 1370.05, 0.33, 32.56, 83.71
14, 0.02, 1370.05, 0.33, 32.55, 83.71
14, 0.02, 1370.05, 0.33, 32.56, 83.71
14, 0.02, 1370.05, 0.33, 32.56, 83.71
14, 0.02, 1370.05, 0.33, 32.55, 83.70
14, 0.02, 1370.05, 0.33, 32.56, 83.67
14, 0.02, 1370.05, 0.33, 32.55, 83.73
14, 0.02, 1370.05, 0.33, 32.56, 83.71
14, 0.02, 1370.05, 0.33, 32.56, 83.70
14, 0.02, 1370.05, 0.33, 32.57, 83.68
14, 0.02, 1370.05, 0.33, 32.57, 83.68
14, 0.02, 1370.05, 0.33, 32.58, 83.67
14, 0.02, 1370.05, 0.33, 32.57, 83.65
14, 0.02, 1370.05, 0.33, 32.58, 83.65
14, 0.02, 1370.05, 0.33, 32.57, 83.64
14, 0.02, 1370.05, 0.33, 32.58, 83.65
14, 0.02, 1370.05, 0.33, 32.57, 83.66
14, 0.02, 1370.05, 0.33, 32.58, 83.67
14, 0.02, 1370.05, 0.33, 32.57, 83.68
14, 0.02, 1370.05, 0.33, 32.57, 83.66
14, 0.02, 1370.05, 0.33, 32.58, 83.66
14, 0.02, 1370.05, 0.33, 32.57, 83.66
14, 0.02, 1370.05, 0.33, 32.58, 83.65
14, 0.02, 1370.05, 0.33, 32.57, 83.69
14, 0.02, 1370.05, 0.33, 32.57, 83.67
14, 0.02, 1370.05, 0.33, 32.57, 83.65
14, 0.02, 1370.05, 0.33, 32.57, 83.67
14, 0.02, 1370.05, 0.33, 32.57, 83.65
14, 0.02, 1370.05, 0.33, 32.58, 83.64
14, 0.02, 1370.05, 0.33, 32.57, 83.65
14, 0.02, 1370.05, 0.33, 32.57, 83.65
14, 0.02, 1370.05, 0.33, 32.58, 83.63
14, 0.02, 1370.05, 0.33, 32.58, 83.61
14, 0.02, 1370.05, 0.33, 32.58, 83.64
13, 0.02, 1475.80, 0.29, 32.58, 83.66
14, 0.02, 1370.05, 0.33, 32.58, 83.64
13, 0.02, 1475.80, 0.29, 32.59, 83.63
13, 0.02, 1475.80, 0.29, 32.59, 83.60
13, 0.02, 1475.80, 0.29, 32.58, 83.64
13, 0.02, 1475.80, 0.29, 32.58, 83.62
14, 0.02, 1370.05, 0.33, 32.59, 83.61
13, 0.02, 1475.80, 0.29, 32.58, 83.62
13, 0.02, 1475.80, 0.29, 32.57, 83.62
13, 0.02, 1475.80, 0.29, 32.59, 83.65
13, 0.02, 1475.80, 0.29, 32.58, 83.64
13, 0.02, 1475.80, 0.29, 32.58, 83.62
13, 0.02, 1475.80, 0.29, 32.58, 83.63
13, 0.02, 1475.80, 0.29, 32.58, 83.64
13, 0.02, 1475.80, 0.29, 32.58, 83.65
13, 0.02, 1475.80, 0.29, 32.59, 83.64
13, 0.02, 1475.80, 0.29, 32.59, 83.63
13, 0.02, 1475.80, 0.29, 32.58, 83.64
13, 0.02, 1475.80, 0.29, 32.59, 83.60
13, 0.02, 1475.80, 0.29, 32.59, 83.60
13, 0.02, 1475.80, 0.29, 32.59, 83.58
13, 0.02, 1475.80, 0.29, 32.59, 83.59
13, 0.02, 1475.80, 0.29, 32.60, 83.61
13, 0.02, 1475.80, 0.29, 32.59, 83.65
13, 0.02, 1475.80, 0.29, 32.59, 83.62
13, 0.02, 1475.80, 0.29, 32.59, 83.60
13, 0.02, 1475.80, 0.29, 32.58, 83.64
13, 0.02, 1475.80, 0.29, 32.59, 83.64
13, 0.02, 1475.80, 0.29, 32.58, 83.60
13, 0.02, 1475.80, 0.29, 32.59, 83.61
13, 0.02, 1475.80, 0.29, 32.58, 83.62
13, 0.02, 1475.80, 0.29, 32.59, 83.58
13, 0.02, 1475.80, 0.29, 32.60, 83.59
13, 0.02, 1475.80, 0.29, 32.58, 83.59
13, 0.02, 1475.80, 0.29, 32.59, 83.60
13, 0.02, 1475.80, 0.29, 32.59, 83.61
13, 0.02, 1475.80, 0.29, 32.59, 83.62
13, 0.02, 1475.80, 0.29, 32.59, 83.59
13, 0.02, 1475.80, 0.29, 32.59, 83.60
13, 0.02, 1475.80, 0.29, 32.59, 83.60
13, 0.02, 1475.80, 0.29, 32.59, 83.61
13, 0.02, 1475.80, 0.29, 32.59, 83.63
13, 0.02, 1475.80, 0.29, 32.59, 83.62
13, 0.02, 1475.80, 0.29, 32.59, 83.58
13, 0.02, 1475.80, 0.29, 32.59, 83.62
13, 0.02, 1475.80, 0.29, 32.59, 83.64
13, 0.02, 1475.80, 0.29, 32.60, 83.58
13, 0.02, 1475.80, 0.29, 32.61, 83.57
13, 0.02, 1475.80, 0.29, 32.60, 83.58
13, 0.02, 1475.80, 0.29, 32.60, 83.61
13, 0.02, 1475.80, 0.29, 32.60, 83.58
13, 0.02, 1475.80, 0.29, 32.60, 83.56
13, 0.02, 1475.80, 0.29, 32.60, 83.59
13, 0.02, 1475.80, 0.29, 32.60, 83.56
13, 0.02, 1475.80, 0.29, 32.59, 83.57
13, 0.02, 1475.80, 0.29, 32.60, 83.58
13, 0.02, 1475.80, 0.29, 32.60, 83.58
13, 0.02, 1475.80, 0.29, 32.60, 83.57
13, 0.02, 1475.80, 0.29, 32.59, 83.58
13, 0.02, 1475.80, 0.29, 32.60, 83.57
13, 0.02, 1475.80, 0.29, 32.60, 83.54
13, 0.02, 1475.80, 0.29, 32.60, 83.55
13, 0.02, 1475.80, 0.29, 32.60, 83.54
13, 0.02, 1475.80, 0.29, 32.61, 83.52
13, 0.02, 1475.80, 0.29, 32.59, 83.56
13, 0.02, 1475.80, 0.29, 32.60, 83.59
13, 0.02, 1475.80, 0.29, 32.59, 83.60
13, 0.02, 1475.80, 0.29, 32.60, 83.56
13, 0.02, 1475.80, 0.29, 32.61, 83.55
13, 0.02, 1475.80, 0.29, 32.61, 83.52
13, 0.02, 1475.80, 0.29, 32.60, 83.50
13, 0.02, 1475.80, 0.29, 32.60, 83.53
13, 0.02, 1475.80, 0.29, 32.60, 83.55
13, 0.02, 1475.80, 0.29, 32.60, 83.54
13, 0.02, 1475.80, 0.29, 32.60, 83.50
13, 0.02, 1475.80, 0.29, 32.60, 83.55
13, 0.02, 1475.80, 0.29, 32.61, 83.54
13, 0.02, 1475.80, 0.29, 32.60, 83.54
13, 0.02, 1475.80, 0.29, 32.60, 83.54
13, 0.02, 1475.80, 0.29, 32.61, 83.51
13, 0.02, 1475.80, 0.29, 32.61, 83.50
13, 0.02, 1475.80, 0.29, 32.62, 83.51
13, 0.02, 1475.80, 0.29, 32.61, 83.46
13, 0.02, 1475.80, 0.29, 32.62, 83.44
13, 0.02, 1475.80, 0.29, 32.62, 83.49
13, 0.02, 1475.80, 0.29, 32.62, 83.49
13, 0.02, 1475.80, 0.29, 32.62, 83.46
13, 0.02, 1475.80, 0.29, 32.62, 83.49
13, 0.02, 1475.80, 0.29, 32.62, 83.49
13, 0.02, 1475.80, 0.29, 32.63, 83.47
13, 0.02, 1475.80, 0.29, 32.62, 83.45
13, 0.02, 1475.80, 0.29, 32.62, 83.46
13, 0.02, 1475.80, 0.29, 32.61, 83.47
13, 0.02, 1475.80, 0.29, 32.62, 83.45
13, 0.02, 1475.80, 0.29, 32.62, 83.46
13, 0.02, 1475.80, 0.29, 32.61, 83.45
13, 0.02, 1475.80, 0.29, 32.62, 83.44
13, 0.02, 1475.80, 0.29, 32.63, 83.44
13, 0.02, 1475.80, 0.29, 32.63, 83.45
13, 0.02, 1475.80, 0.29, 32.63, 83.46
13, 0.02, 1475.80, 0.29, 32.63, 83.42
13, 0.02, 1475.80, 0.29, 32.62, 83.40
13, 0.02, 1475.80, 0.29, 32.62, 83.44
13, 0.02, 1475.80, 0.29, 32.61, 83.44
13, 0.02, 1475.80, 0.29, 32.62, 83.42
13, 0.02, 1475.80, 0.29, 32.62, 83.44
13, 0.02, 1475.80, 0.29, 32.63, 83.40
14, 0.02, 1370.05, 0.33, 32.64, 83.39
13, 0.02, 1475.80, 0.29, 32.64, 83.39
13, 0.02, 1475.80, 0.29, 32.65, 83.38
13, 0.02, 1475.80, 0.29, 32.63, 83.38
13, 0.02, 1475.80, 0.29, 32.63, 83.39
13, 0.02, 1475.80, 0.29, 32.65, 83.35
13, 0.02, 1475.80, 0.29, 32.66, 83.36
13, 0.02, 1475.80, 0.29, 32.66, 83.35
13, 0.02, 1475.80, 0.29, 32.65, 83.33
13, 0.02, 1475.80, 0.29, 32.66, 83.32
13, 0.02, 1475.80, 0.29, 32.65, 83.32
13, 0.02, 1475.80, 0.29, 32.64, 83.35
13, 0.02, 1475.80, 0.29, 32.64, 83.31
13, 0.02, 1475.80, 0.29, 32.66, 83.33
13, 0.02, 1475.80, 0.29, 32.67, 83.28
13, 0.02, 1475.80, 0.29, 32.66, 83.27
13, 0.02, 1475.80, 0.29, 32.66, 83.28
13, 0.02, 1475.80, 0.29, 32.67, 83.31
13, 0.02, 1475.80, 0.29, 32.67, 83.28
13, 0.02, 1475.80, 0.29, 32.67, 83.30
13, 0.02, 1475.80, 0.29, 32.66, 83.27
13, 0.02, 1475.80, 0.29, 32.66, 83.27
13, 0.02, 1475.80, 0.29, 32.67, 83.26
13, 0.02, 1475.80, 0.29, 32.68, 83.24
13, 0.02, 1475.80, 0.29, 32.67, 83.21
13, 0.02, 1475.80, 0.29, 32.68, 83.22
13, 0.02, 1475.80, 0.29, 32.69, 83.21
13, 0.02, 1475.80, 0.29, 32.68, 83.22
13, 0.02, 1475.80, 0.29, 32.69, 83.19
13, 0.02, 1475.80, 0.29, 32.68, 83.20
13, 0.02, 1475.80, 0.29, 32.68, 83.19
13, 0.02, 1475.80, 0.29, 32.70, 83.19
13, 0.02, 1475.80, 0.29, 32.70, 83.17
13, 0.02, 1475.80, 0.29, 32.69, 83.21
13, 0.02, 1475.80, 0.29, 32.68, 83.18
13, 0.02, 1475.80, 0.29, 32.69, 83.17
13, 0.02, 1475.80, 0.29, 32.69, 83.18
13, 0.02, 1475.80, 0.29, 32.69, 83.19
13, 0.02, 1475.80, 0.29, 32.69, 83.17
13, 0.02, 1475.80, 0.29, 32.70, 83.17
13, 0.02, 1475.80, 0.29, 32.70, 83.14
13, 0.02, 1475.80, 0.29, 32.70, 83.13
13, 0.02, 1475.80, 0.29, 32.68, 83.18
13, 0.02, 1475.80, 0.29, 32.69, 83.17
13, 0.02, 1475.80, 0.29, 32.69, 83.12
13, 0.02, 1475.80, 0.29, 32.70, 83.13
13, 0.02, 1475.80, 0.29, 32.70, 83.12
13, 0.02, 1475.80, 0.29, 32.70, 83.15
13, 0.02, 1475.80, 0.29, 32.70, 83.12
13, 0.02, 1475.80, 0.29, 32.71, 83.09
13, 0.02, 1475.80, 0.29, 32.71, 83.09
13, 0.02, 1475.80, 0.29, 32.69, 83.10
13, 0.02, 1475.80, 0.29, 32.68, 83.13
13, 0.02, 1475.80, 0.29, 32.69, 83.11
13, 0.02, 1475.80, 0.29, 32.69, 83.14
13, 0.02, 1475.80, 0.29, 32.68, 83.14
13, 0.02, 1475.80, 0.29, 32.69, 83.12
13, 0.02, 1475.80, 0.29, 32.68, 83.15
13, 0.02, 1475.80, 0.29, 32.68, 83.14
13, 0.02, 1475.80, 0.29, 32.69, 83.11
13, 0.02, 1475.80, 0.29, 32.68, 83.11
13, 0.02, 1475.80, 0.29, 32.68, 83.13
13, 0.02, 1475.80, 0.29, 32.67, 83.17
13, 0.02, 1475.80, 0.29, 32.67, 83.14
13, 0.02, 1475.80, 0.29, 32.66, 83.19
13, 0.02, 1475.80, 0.29, 32.65, 83.17
13, 0.02, 1475.80, 0.29, 32.66, 83.18
13, 0.02, 1475.80, 0.29, 32.66, 83.20
13, 0.02, 1475.80, 0.29, 32.65, 83.19
13, 0.02, 1475.80, 0.29, 32.65, 83.17
13, 0.02, 1475.80, 0.29, 32.65, 83.21
13, 0.02, 1475.80, 0.29, 32.66, 83.16
13, 0.02, 1475.80, 0.29, 32.66, 83.15
13, 0.02, 1475.80, 0.29, 32.67, 83.14
13, 0.02, 1475.80, 0.29, 32.67, 83.16
13, 0.02, 1475.80, 0.29, 32.67, 83.15
13, 0.02, 1475.80, 0.29, 32.66, 83.15
13, 0.02, 1475.80, 0.29, 32.66, 83.15
13, 0.02, 1475.80, 0.29, 32.67, 83.11
13, 0.02, 1475.80, 0.29, 32.67, 83.15
13, 0.02, 1475.80, 0.29, 32.66, 83.15
13, 0.02, 1475.80, 0.29, 32.66, 83.15
13, 0.02, 1475.80, 0.29, 32.64, 83.16
13, 0.02, 1475.80, 0.29, 32.64, 83.19
13, 0.02, 1475.80, 0.29, 32.65, 83.21
13, 0.02, 1475.80, 0.29, 32.63, 83.20
13, 0.02, 1475.80, 0.29, 32.65, 83.22
13, 0.02, 1475.80, 0.29, 32.63, 83.18
13, 0.02, 1475.80, 0.29, 32.64, 83.18
13, 0.02, 1475.80, 0.29, 32.64, 83.22
13, 0.02, 1475.80, 0.29, 32.63, 83.18
13, 0.02, 1475.80, 0.29, 32.63, 83.20
13, 0.02, 1475.80, 0.29, 32.64, 83.16
13, 0.02, 1475.80, 0.29, 32.63, 83.17
13, 0.02, 1475.80, 0.29, 32.62, 83.18
13, 0.02, 1475.80, 0.29, 32.62, 83.20
13, 0.02, 1475.80, 0.29, 32.62, 83.19
13, 0.02, 1475.80, 0.29, 32.64, 83.20
13, 0.02, 1475.80, 0.29, 32.64, 83.19
13, 0.02, 1475.80, 0.29, 32.63, 83.20
13, 0.02, 1475.80, 0.29, 32.62, 83.23
13, 0.02, 1475.80, 0.29, 32.61, 83.21
13, 0.02, 1475.80, 0.29, 32.61, 83.24
13, 0.02, 1475.80, 0.29, 32.61, 83.24
13, 0.02, 1475.80, 0.29, 32.61, 83.19
13, 0.02, 1475.80, 0.29, 32.61, 83.24
13, 0.02, 1475.80, 0.29, 32.60, 83.20
13, 0.02, 1475.80, 0.29, 32.60, 83.24
13, 0.02, 1475.80, 0.29, 32.60, 83.26
13, 0.02, 1475.80, 0.29, 32.60, 83.24
13, 0.02, 1475.80, 0.29, 32.60, 83.26
13, 0.02, 1475.80, 0.29, 32.60, 83.26
13, 0.02, 1475.80, 0.29, 32.60, 83.26
13, 0.02, 1475.80, 0.29, 32.61, 83.23
13, 0.02, 1475.80, 0.29, 32.60, 83.24
13, 0.02, 1475.80, 0.29, 32.60, 83.24
13, 0.02, 1475.80, 0.29, 32.61, 83.19
12, 0.01, 1599.17, 0.26, 32.61, 83.24
13, 0.02, 1475.80, 0.29, 32.60, 83.26
12, 0.01, 1599.17, 0.26, 32.59, 83.25
12, 0.01, 1599.17, 0.26, 32.59, 83.23
13, 0.02, 1475.80, 0.29, 32.59, 83.24
13, 0.02, 1475.80, 0.29, 32.60, 83.23
12, 0.01, 1599.17, 0.26, 32.60, 83.21
13, 0.02, 1475.80, 0.29, 32.60, 83.24
13, 0.02, 1475.80, 0.29, 32.58, 83.25
13, 0.02, 1475.80, 0.29, 32.58, 83.24
13, 0.02, 1475.80, 0.29, 32.58, 83.24
13, 0.02, 1475.80, 0.29, 32.58, 83.26
13, 0.02, 1475.80, 0.29, 32.58, 83.21
13, 0.02, 1475.80, 0.29, 32.60, 83.23
13, 0.02, 1475.80, 0.29, 32.59, 83.20
13, 0.02, 1475.80, 0.29, 32.61, 83.21
13, 0.02, 1475.80, 0.29, 32.59, 83.20
13, 0.02, 1475.80, 0.29, 32.59, 83.19
13, 0.02, 1475.80, 0.29, 32.59, 83.21
13, 0.02, 1475.80, 0.29, 32.58, 83.21
13, 0.02, 1475.80, 0.29, 32.59, 83.21
13, 0.02, 1475.80, 0.29, 32.57, 83.21
13, 0.02, 1475.80, 0.29, 32.58, 83.21
13, 0.02, 1475.80, 0.29, 32.57, 83.24
13, 0.02, 1475.80, 0.29, 32.58, 83.25
13, 0.02, 1475.80, 0.29, 32.57, 83.25
13, 0.02, 1475.80, 0.29, 32.57, 83.24
13, 0.02, 1475.80, 0.29, 32.57, 83.23
13, 0.02, 1475.80, 0.29, 32.55, 83.24
13, 0.02, 1475.80, 0.29, 32.54, 83.23
13, 0.02, 1475.80, 0.29, 32.56, 83.24
13, 0.02, 1475.80, 0.29, 32.54, 83.22
13, 0.02, 1475.80, 0.29, 32.55, 83.23
13, 0.02, 1475.80, 0.29, 32.55, 83.20
13, 0.02, 1475.80, 0.29, 32.53, 83.20
14, 0.02, 1370.05, 0.33, 32.54, 83.25
13, 0.02, 1475.80, 0.29, 32.53, 83.20
13, 0.02, 1475.80, 0.29, 32.53, 83.26
13, 0.02, 1475.80, 0.29, 32.54, 83.18
13, 0.02, 1475.80, 0.29, 32.52, 83.26
